Elapsed Time (s),m=15,m=16,m=17,m=18,m=20,m=22,m=28,m=32,m=40,m=44
05:49:13.51,2.9e-10,1e-12,5.11e-14,5.18e-14,9.73e-11,3.9e-13,4.7e-14,9.24e-14,2.55e-13,2.98e-14
05:49:21.01,2.9e-10,1e-12,5.18e-14,6.17e-14,9.69e-11,4.18e-13,6.22e-14,7.4e-14,2.68e-13,4.03e-14
05:49:28.51,2.9e-10,1.01e-12,3.82e-14,4.08e-14,9.74e-11,4.38e-13,4.87e-14,7.4e-14,2.39e-13,5.08e-14
05:49:36.01,2.9e-10,1e-12,4.99e-14,4.1e-14,9.72e-11,4.11e-13,4.87e-14,8.78e-14,2.43e-13,3.97e-14
05:49:43.51,2.9e-10,9.81e-13,6.29e-14,4.45e-14,9.71e-11,4.11e-13,5.39e-14,1.09e-13,2.57e-13,4.56e-14
05:49:51.01,2.9e-10,9.94e-13,5.33e-14,6.14e-14,9.71e-11,4.34e-13,6.97e-14,1.14e-13,2.48e-13,4.34e-14
05:49:58.51,2.9e-10,1e-12,4.74e-14,6.14e-14,9.72e-11,4.09e-13,6.51e-14,1.08e-13,2.66e-13,3.34e-14
05:50:06.01,2.9e-10,1e-12,4.74e-14,5.48e-14,9.72e-11,4.31e-13,8.29e-14,1.03e-13,2.86e-13,3.75e-14
05:50:13.51,2.91e-10,1e-12,4.17e-14,4.76e-14,9.7e-11,4.3e-13,7.94e-14,9.86e-14,2.49e-13,3.45e-14
05:50:21.01,2.91e-10,1e-12,5.5e-14,5.21e-14,9.71e-11,4.12e-13,7.69e-14,1.12e-13,2.39e-13,2.87e-14
05:50:28.51,2.9e-10,9.93e-13,6.33e-14,4.48e-14,9.72e-11,3.92e-13,5.51e-14,9.21e-14,2.59e-13,4.28e-14
05:50:36.01,2.91e-10,1.02e-12,4.24e-14,4.31e-14,9.7e-11,3.84e-13,6.71e-14,8.24e-14,2.84e-13,3.71e-14
05:50:43.51,2.91e-10,1.01e-12,4.26e-14,5.04e-14,9.7e-11,4.09e-13,4.56e-14,1.17e-13,2.68e-13,3.27e-14
05:50:51.01,2.89e-10,9.76e-13,6.31e-14,5.06e-14,9.74e-11,4.01e-13,5.9e-14,9.18e-14,2.79e-13,3.36e-14
05:50:58.51,2.9e-10,9.86e-13,4.24e-14,5.33e-14,9.74e-11,4.19e-13,5.78e-14,1.09e-13,2.31e-13,3.71e-14
05:51:06.01,2.91e-10,1.04e-12,5.92e-14,4.65e-14,9.71e-11,3.97e-13,7.66e-14,8.24e-14,2.74e-13,3.98e-14
05:51:13.51,2.89e-10,1.02e-12,4.91e-14,4.63e-14,9.72e-11,4.14e-13,6.24e-14,7.5e-14,2.52e-13,3.98e-14
05:51:21.01,2.91e-10,9.94e-13,4.17e-14,5.34e-14,9.76e-11,3.93e-13,6.21e-14,1.07e-13,2.52e-13,3.24e-14
05:51:28.51,2.91e-10,1.01e-12,5.12e-14,4.43e-14,9.71e-11,4.07e-13,5.05e-14,9.29e-14,2.64e-13,3.51e-14
05:51:36.01,2.89e-10,9.95e-13,4.94e-14,5.83e-14,9.74e-11,4.08e-13,5.29e-14,9.29e-14,2.72e-13,2.96e-14
05:51:43.51,2.9e-10,1.04e-12,4.56e-14,4.08e-14,9.73e-11,4.11e-13,5.29e-14,9.78e-14,2.58e-13,4.87e-14
05:51:51.01,2.91e-10,1e-12,4.59e-14,4.73e-14,9.69e-11,4.11e-13,5.84e-14,9.55e-14,2.41e-13,5.84e-14
05:51:58.51,2.9e-10,1.01e-12,5.24e-14,6.43e-14,9.69e-11,4.48e-13,7.5e-14,8.55e-14,2.63e-13,5.18e-14
05:52:06.01,2.91e-10,1.01e-12,4.33e-14,6.43e-14,9.76e-11,4.1e-13,7.3e-14,1.03e-13,2.66e-13,4.09e-14
05:52:13.51,2.91e-10,1.02e-12,4.33e-14,4.18e-14,9.72e-11,4.43e-13,7.12e-14,1.04e-13,2.68e-13,4.08e-14
05:52:21.01,2.9e-10,1.02e-12,5.7e-14,4.55e-14,9.69e-11,4.37e-13,6.55e-14,8.58e-14,2.71e-13,4.52e-14
05:52:28.51,2.9e-10,9.74e-13,4.57e-14,3.96e-14,9.73e-11,3.74e-13,7.1e-14,7.95e-14,2.74e-13,3.58e-14
05:52:36.01,2.9e-10,1.01e-12,5.61e-14,5.13e-14,9.73e-11,4.39e-13,4.53e-14,9.76e-14,2.63e-13,3.8e-14
05:52:43.51,2.9e-10,9.94e-13,5.61e-14,5.45e-14,9.73e-11,4.05e-13,5.35e-14,8.9e-14,2.67e-13,3.39e-14
05:52:51.03,2.9e-10,1.02e-12,4.76e-14,5.56e-14,9.74e-11,4.13e-13,6.39e-14,8.5e-14,2.85e-13,3.92e-14
05:52:58.53,2.9e-10,9.85e-13,4.52e-14,5.4e-14,9.75e-11,4.27e-13,6.18e-14,1.06e-13,2.94e-13,4.01e-14
05:53:06.03,2.91e-10,1.02e-12,5.89e-14,4.88e-14,9.75e-11,3.95e-13,5.75e-14,8.55e-14,2.69e-13,4.74e-14
05:53:13.54,2.91e-10,1e-12,4.61e-14,4.62e-14,9.7e-11,4.03e-13,5.95e-14,9.66e-14,2.72e-13,2.74e-14
05:53:21.04,2.9e-10,1.02e-12,7.92e-14,5.39e-14,9.75e-11,4.18e-13,4.78e-14,9.11e-14,2.76e-13,2.74e-14
05:53:28.54,2.9e-10,9.83e-13,4.78e-14,4.71e-14,9.71e-11,3.65e-13,6.26e-14,1.15e-13,2.76e-13,3.34e-14
05:53:36.04,2.91e-10,1.02e-12,5.76e-14,5.03e-14,9.71e-11,4.05e-13,6.51e-14,9.04e-14,2.65e-13,4.51e-14
05:53:43.54,2.89e-10,1e-12,6.24e-14,4.75e-14,9.75e-11,4.1e-13,6.99e-14,9.04e-14,2.34e-13,4.29e-14
05:53:51.04,2.9e-10,1.1e-12,5.44e-14,4.61e-14,9.74e-11,3.81e-13,6.99e-14,8.44e-14,2.79e-13,4.05e-14
05:53:58.54,2.91e-10,1.19e-12,4.26e-14,4.96e-14,9.71e-11,3.81e-13,6.92e-14,9.26e-14,2.52e-13,4.02e-14
05:54:06.06,2.89e-10,1.23e-12,4.39e-14,4.68e-14,9.71e-11,3.64e-13,6.2e-14,1.05e-13,2.43e-13,2.86e-14
05:54:13.54,2.9e-10,1.3e-12,3.91e-14,4.68e-14,9.75e-11,3.93e-13,9.47e-14,9.49e-14,2.52e-13,5.18e-14
05:54:21.04,2.91e-10,1.32e-12,3.91e-14,5.13e-14,9.72e-11,4.1e-13,7.15e-14,8.8e-14,2.58e-13,3.25e-14
05:54:28.54,2.9e-10,1.32e-12,5.25e-14,5.53e-14,9.71e-11,4.18e-13,6.9e-14,1.05e-13,2.8e-13,3.1e-14
05:54:36.04,2.9e-10,1.35e-12,4.88e-14,4.38e-14,9.74e-11,4.28e-13,4.82e-14,1.19e-13,3.09e-13,3.83e-14
05:54:43.54,2.91e-10,1.4e-12,4.79e-14,4.08e-14,9.74e-11,4.07e-13,7.66e-14,1.18e-13,3.19e-13,2.9e-14
05:54:51.04,2.91e-10,1.41e-12,4.2e-14,5.18e-14,9.7e-11,4.13e-13,6.44e-14,1e-13,3.53e-13,3.26e-14
05:54:58.54,2.9e-10,1.46e-12,6.76e-14,5e-14,9.71e-11,3.67e-13,6.97e-14,1.17e-13,3.23e-13,3.78e-14
05:55:06.04,2.9e-10,1.42e-12,6.44e-14,4.18e-14,9.72e-11,4.31e-13,6.04e-14,1.11e-13,3.67e-13,3.97e-14
05:55:13.54,2.9e-10,1.45e-12,4.34e-14,4.49e-14,9.71e-11,3.83e-13,6.57e-14,1.48e-13,3.77e-13,4.15e-14
05:55:21.04,2.91e-10,1.45e-12,4.78e-14,3.84e-14,9.71e-11,4.32e-13,5.96e-14,1.3e-13,4.18e-13,4.99e-14
05:55:28.54,2.9e-10,1.46e-12,4.72e-14,5.94e-14,9.74e-11,4.35e-13,8.39e-14,1.36e-13,3.85e-13,4.99e-14
05:55:36.04,2.91e-10,1.5e-12,5.85e-14,4.61e-14,9.68e-11,4.42e-13,5.35e-14,1.24e-13,3.85e-13,3.34e-14
05:55:43.54,2.91e-10,1.49e-12,5.27e-14,4.72e-14,9.71e-11,4.14e-13,5.92e-14,1.29e-13,4.02e-13,4.34e-14
05:55:51.04,2.9e-10,1.48e-12,4.5e-14,4.39e-14,9.74e-11,4.03e-13,6.19e-14,1.29e-13,4.15e-13,4.71e-14
05:55:58.54,2.91e-10,1.48e-12,4.99e-14,5.15e-14,9.69e-11,3.78e-13,6.19e-14,1.38e-13,3.7e-13,5.24e-14
05:56:06.04,2.91e-10,1.5e-12,4.19e-14,5.32e-14,9.71e-11,3.78e-13,7.78e-14,1.24e-13,4.15e-13,5.2e-14
05:56:13.54,2.9e-10,1.51e-12,5.92e-14,5.03e-14,9.71e-11,4.06e-13,8.86e-14,1.66e-13,4.17e-13,2.97e-14
05:56:21.04,2.91e-10,1.5e-12,5.53e-14,5.03e-14,9.71e-11,4.24e-13,5.41e-14,1.53e-13,3.98e-13,4.45e-14
05:56:28.54,2.92e-10,1.53e-12,5.53e-14,6.2e-14,9.69e-11,3.96e-13,5e-14,1.52e-13,3.85e-13,3.33e-14
05:56:36.04,2.9e-10,1.53e-12,6.15e-14,4.35e-14,9.69e-11,4.13e-13,6.23e-14,1.49e-13,4.23e-13,4.35e-14
05:56:43.54,2.9e-10,1.57e-12,6.54e-14,5.2e-14,9.72e-11,4.35e-13,8.07e-14,1.42e-13,3.77e-13,3.38e-14
05:56:51.04,2.91e-10,1.5e-12,4.64e-14,4.97e-14,9.7e-11,3.86e-13,6.18e-14,1.2e-13,3.97e-13,4.22e-14
05:56:58.54,2.91e-10,1.53e-12,5.47e-14,5.42e-14,9.69e-11,4.42e-13,7.33e-14,1.4e-13,3.89e-13,4.17e-14
05:57:06.04,2.9e-10,1.53e-12,6.21e-14,3.28e-14,9.7e-11,3.87e-13,8.52e-14,1.18e-13,3.86e-13,3.48e-14
05:57:13.54,2.9e-10,1.53e-12,4.87e-14,3.79e-14,9.68e-11,4.18e-13,7.82e-14,1.44e-13,3.98e-13,3.82e-14
05:57:21.04,2.92e-10,1.54e-12,4.87e-14,4.35e-14,9.69e-11,4.22e-13,7.58e-14,1.08e-13,4.05e-13,3.73e-14
05:57:28.54,2.9e-10,1.53e-12,4.61e-14,5.08e-14,9.73e-11,4.2e-13,6.34e-14,1.23e-13,3.66e-13,4.18e-14
05:57:36.04,2.91e-10,1.53e-12,5.42e-14,5.97e-14,9.69e-11,4.16e-13,7.22e-14,1.1e-13,3.58e-13,4.18e-14
05:57:43.54,2.91e-10,1.5e-12,4.58e-14,4.57e-14,9.68e-11,4.11e-13,5.71e-14,1.18e-13,3.58e-13,3.9e-14
05:57:51.04,2.91e-10,1.51e-12,6.45e-14,4.39e-14,9.7e-11,4.1e-13,5.66e-14,1.29e-13,3.82e-13,3.08e-14
05:57:58.54,2.91e-10,1.52e-12,5.7e-14,4.91e-14,9.68e-11,4.24e-13,6.56e-14,1.29e-13,3.49e-13,3.35e-14
05:58:06.04,2.91e-10,1.51e-12,5.05e-14,4.16e-14,9.69e-11,4.54e-13,6.56e-14,1.58e-13,3.53e-13,4.03e-14
05:58:13.54,2.91e-10,1.52e-12,5.54e-14,4.45e-14,9.69e-11,4.54e-13,8.61e-14,1.31e-13,3.74e-13,4.42e-14
05:58:21.04,2.91e-10,1.48e-12,5.45e-14,7.61e-14,9.69e-11,3.93e-13,7.13e-14,1.64e-13,3.83e-13,2.48e-14
05:58:28.54,2.91e-10,1.51e-12,5.1e-14,7.61e-14,9.69e-11,4.16e-13,6.57e-14,1.38e-13,3.54e-13,4.27e-14
05:58:36.04,2.91e-10,1.48e-12,5.1e-14,5.09e-14,9.7e-11,4.1e-13,8.57e-14,1.38e-13,3.48e-13,4.13e-14
05:58:43.54,2.9e-10,1.48e-12,5.5e-14,4.35e-14,9.7e-11,3.78e-13,7.02e-14,1.31e-13,3.87e-13,4.71e-14
05:58:51.04,2.9e-10,1.51e-12,6.94e-14,4.36e-14,9.7e-11,4.11e-13,7.97e-14,1.34e-13,3.87e-13,4.03e-14
05:58:58.54,2.91e-10,1.51e-12,5.91e-14,5.57e-14,9.71e-11,4.39e-13,7.94e-14,1.2e-13,3.53e-13,3.13e-14
05:59:06.04,2.91e-10,1.47e-12,5.14e-14,5.88e-14,9.7e-11,4.2e-13,6.54e-14,1.13e-13,3.61e-13,4.06e-14
05:59:13.54,2.9e-10,1.52e-12,4.01e-14,4.59e-14,9.7e-11,3.98e-13,6e-14,1.39e-13,3.46e-13,4.67e-14
05:59:21.04,2.91e-10,1.5e-12,4.66e-14,4.81e-14,9.68e-11,4.35e-13,8.17e-14,1.23e-13,3.58e-13,3.63e-14
05:59:28.54,2.91e-10,1.48e-12,6.9e-14,4.67e-14,9.7e-11,3.94e-13,6.87e-14,1.26e-13,3.86e-13,5.04e-14
05:59:36.04,2.9e-10,1.45e-12,4.89e-14,4.03e-14,9.7e-11,4.24e-13,6.1e-14,1.53e-13,3.68e-13,4.82e-14
05:59:43.54,2.91e-10,1.48e-12,6.99e-14,3.88e-14,9.7e-11,4.38e-13,5.02e-14,1.25e-13,3.58e-13,4.82e-14
05:59:51.04,2.92e-10,1.47e-12,4.8e-14,4.74e-14,9.69e-11,4.21e-13,7.65e-14,1.19e-13,3.6e-13,2.99e-14
05:59:58.54,2.9e-10,1.46e-12,4.4e-14,6.24e-14,9.74e-11,3.85e-13,8.64e-14,1.2e-13,3.6e-13,4.52e-14
06:00:06.04,2.91e-10,1.48e-12,4.05e-14,4.36e-14,9.74e-11,3.92e-13,6.87e-14,1.2e-13,3.43e-13,4.03e-14
06:00:13.54,2.92e-10,1.45e-12,5.14e-14,3.71e-14,9.7e-11,4.04e-13,6.87e-14,1.1e-13,3.34e-13,5.27e-14
06:00:21.04,2.91e-10,1.45e-12,4.65e-14,4.45e-14,9.71e-11,4.04e-13,6.98e-14,1.22e-13,3.71e-13,3.96e-14
06:00:28.54,2.91e-10,1.5e-12,4.54e-14,6.97e-14,9.71e-11,4.17e-13,7.21e-14,1.21e-13,3.64e-13,3.4e-14
06:00:36.04,2.91e-10,1.48e-12,5.09e-14,6.97e-14,9.73e-11,4.1e-13,4.64e-14,1.22e-13,3.47e-13,3.27e-14
06:00:43.54,2.91e-10,1.43e-12,5.09e-14,4.34e-14,9.7e-11,4.22e-13,4.27e-14,1.07e-13,3.49e-13,3.85e-14
06:00:51.04,2.91e-10,1.43e-12,5.85e-14,5.89e-14,9.71e-11,3.99e-13,7.28e-14,1.14e-13,3.47e-13,3.86e-14
06:00:58.54,2.91e-10,1.44e-12,5.14e-14,4.8e-14,9.73e-11,4.01e-13,5.55e-14,1.2e-13,3.46e-13,3.23e-14
06:01:06.04,2.91e-10,1.47e-12,6.95e-14,4.9e-14,9.7e-11,4.2e-13,7.1e-14,1.15e-13,3.49e-13,3.57e-14
06:01:13.56,2.91e-10,1.46e-12,4.39e-14,4.62e-14,9.69e-11,4.36e-13,6.78e-14,1e-13,3.65e-13,4.33e-14
06:01:21.06,2.91e-10,1.43e-12,5.95e-14,3.88e-14,9.72e-11,3.85e-13,6.61e-14,1.18e-13,3.33e-13,3.49e-14
06:01:28.57,2.91e-10,1.46e-12,4.34e-14,4.64e-14,9.71e-11,4.1e-13,7.1e-14,1.3e-13,3.34e-13,3.45e-14
06:01:36.09,2.91e-10,1.49e-12,4.08e-14,4.06e-14,9.73e-11,4.17e-13,6.58e-14,1.53e-13,3.28e-13,3.72e-14
06:01:43.59,2.91e-10,1.45e-12,4.72e-14,4.41e-14,9.71e-11,3.94e-13,6.62e-14,1.06e-13,3.4e-13,2.78e-14
06:01:51.09,2.91e-10,1.47e-12,5.81e-14,4.98e-14,9.71e-11,4.22e-13,7.37e-14,1.48e-13,3.61e-13,2.89e-14
06:01:58.59,2.91e-10,1.45e-12,5.09e-14,5.13e-14,9.7e-11,4.08e-13,6.11e-14,1.23e-13,3.44e-13,2.89e-14
06:02:06.10,2.9e-10,1.45e-12,6.51e-14,4.24e-14,9.72e-11,4.15e-13,7.2e-14,1.16e-13,3.44e-13,3.94e-14
06:02:13.60,2.91e-10,1.41e-12,4.73e-14,4.69e-14,9.69e-11,3.67e-13,6.13e-14,1.16e-13,3.51e-13,3.07e-14
06:02:21.10,2.91e-10,1.48e-12,4.59e-14,4.87e-14,9.7e-11,4.17e-13,6.13e-14,1.37e-13,3.32e-13,3.79e-14
06:02:28.60,2.89e-10,1.45e-12,3.94e-14,4.55e-14,9.74e-11,4.17e-13,5.83e-14,1.13e-13,3.65e-13,3.34e-14
06:02:36.10,2.91e-10,1.42e-12,5.31e-14,5.26e-14,9.74e-11,4.1e-13,6.34e-14,1.16e-13,3.41e-13,4.05e-14
06:02:43.60,2.92e-10,1.42e-12,5.47e-14,5.26e-14,9.73e-11,4.04e-13,7.09e-14,1.37e-13,3.39e-13,3.13e-14
06:02:51.10,2.9e-10,1.44e-12,5.47e-14,3.92e-14,9.69e-11,3.96e-13,9.14e-14,1.11e-13,3.63e-13,4.08e-14
06:02:58.62,2.91e-10,1.43e-12,5.48e-14,4.2e-14,9.72e-11,4.27e-13,7.18e-14,1.23e-13,3.56e-13,3.97e-14
06:03:06.14,2.91e-10,1.43e-12,5.78e-14,4.88e-14,9.73e-11,3.93e-13,7.55e-14,1.06e-13,3.51e-13,4.42e-14
06:03:13.64,2.91e-10,1.44e-12,5.13e-14,3.55e-14,9.69e-11,3.88e-13,4.93e-14,1.37e-13,3.37e-13,3.76e-14
06:03:21.15,2.9e-10,1.43e-12,4.82e-14,4.65e-14,9.73e-11,4.15e-13,7.29e-14,1.25e-13,3.35e-13,3.03e-14
06:03:28.65,2.91e-10,1.41e-12,5.65e-14,4.95e-14,9.71e-11,3.88e-13,4.87e-14,1.43e-13,3.26e-13,3.35e-14
06:03:36.17,2.92e-10,1.44e-12,4.54e-14,4.72e-14,9.7e-11,4.27e-13,6.98e-14,1.33e-13,3.48e-13,4.03e-14
06:03:43.67,2.9e-10,1.44e-12,4.76e-14,5.91e-14,9.72e-11,4.43e-13,5.04e-14,1.27e-13,3.57e-13,3.97e-14
06:03:51.17,2.91e-10,1.3e-12,6.34e-14,4.55e-14,9.73e-11,4.21e-13,7.31e-14,1.19e-13,3.75e-13,3.41e-14
06:03:58.67,2.91e-10,1.16e-12,5.08e-14,4.65e-14,9.68e-11,4.47e-13,7.32e-14,1.16e-13,3.64e-13,4.29e-14
06:04:06.17,2.91e-10,1.12e-12,3.98e-14,3.65e-14,9.71e-11,4.41e-13,7.52e-14,1.12e-13,3.44e-13,4.29e-14
06:04:13.67,2.91e-10,1.12e-12,5.3e-14,5.18e-14,9.73e-11,4.04e-13,6.23e-14,1.24e-13,3.44e-13,3.62e-14
06:04:21.17,2.92e-10,1.08e-12,4.76e-14,5.1e-14,9.71e-11,4.25e-13,6.53e-14,1.24e-13,3.34e-13,3.34e-14
06:04:28.67,2.91e-10,1.09e-12,6.58e-14,5.08e-14,9.72e-11,4.26e-13,6.53e-14,1.15e-13,3.59e-13,3.46e-14
06:04:36.17,2.91e-10,1.06e-12,4.5e-14,5.45e-14,9.74e-11,4.26e-13,6.95e-14,1.2e-13,3.44e-13,4.99e-14
06:04:43.67,2.92e-10,1.1e-12,4.66e-14,5.34e-14,9.74e-11,3.99e-13,6.71e-14,1.31e-13,3.05e-13,4.74e-14
06:04:51.17,2.92e-10,1.08e-12,5.18e-14,5.34e-14,9.73e-11,3.85e-13,7.97e-14,1.01e-13,3.01e-13,3.91e-14
06:04:58.68,2.9e-10,1.07e-12,4.54e-14,5.7e-14,9.72e-11,4.23e-13,6.38e-14,1.06e-13,3.13e-13,2.85e-14
06:05:06.18,2.91e-10,1.07e-12,4.54e-14,5.07e-14,9.73e-11,3.98e-13,6.79e-14,1.12e-13,2.97e-13,5.78e-14
06:05:13.68,2.92e-10,1.07e-12,4.63e-14,4.79e-14,9.73e-11,3.78e-13,5.71e-14,1.17e-13,2.78e-13,3.68e-14
06:05:21.18,2.92e-10,1.03e-12,4.24e-14,4.92e-14,9.72e-11,4.28e-13,7.08e-14,1.06e-13,2.9e-13,4.72e-14
06:05:28.68,2.9e-10,1.05e-12,4.92e-14,6.48e-14,9.76e-11,4.07e-13,6.03e-14,1.23e-13,3.22e-13,3.65e-14
06:05:36.20,2.91e-10,1.03e-12,4.43e-14,4.81e-14,9.76e-11,4.09e-13,5.15e-14,1.18e-13,2.77e-13,4.04e-14
06:05:43.71,2.92e-10,1.03e-12,4.9e-14,5.17e-14,9.72e-11,3.71e-13,7.3e-14,1.13e-13,2.66e-13,3.5e-14
06:05:51.21,2.9e-10,1.04e-12,4.01e-14,4.43e-14,9.76e-11,3.67e-13,6.4e-14,1.01e-13,2.67e-13,3.66e-14
06:05:58.71,2.91e-10,1.04e-12,4.44e-14,4.64e-14,9.74e-11,3.93e-13,6.18e-14,1.15e-13,2.85e-13,3.67e-14
06:06:06.21,2.92e-10,1.02e-12,4.9e-14,5.66e-14,9.72e-11,4.01e-13,3.92e-14,9.15e-14,2.76e-13,3.38e-14
06:06:13.71,2.91e-10,1.02e-12,6.17e-14,4.47e-14,9.74e-11,3.92e-13,5.5e-14,1.01e-13,2.79e-13,3.38e-14
06:06:21.21,2.91e-10,1.02e-12,6.45e-14,4.61e-14,9.75e-11,3.88e-13,5.56e-14,1.02e-13,2.79e-13,3.25e-14
06:06:28.71,2.91e-10,1.02e-12,5.33e-14,5.04e-14,9.72e-11,4.13e-13,9.13e-14,1.02e-13,2.96e-13,2.82e-14
06:06:36.21,2.91e-10,1.01e-12,5.63e-14,6.16e-14,9.71e-11,4.2e-13,9.13e-14,1.04e-13,3.04e-13,6.21e-14
06:06:43.71,2.91e-10,1.04e-12,5.57e-14,4.79e-14,9.76e-11,4.2e-13,6.08e-14,1.14e-13,2.55e-13,2.98e-14
06:06:51.21,2.91e-10,1.03e-12,6.02e-14,4.4e-14,9.76e-11,4.02e-13,6.66e-14,1.18e-13,2.81e-13,5.42e-14
06:06:58.73,2.91e-10,1.04e-12,4.88e-14,4.45e-14,9.74e-11,3.83e-13,6.77e-14,1.21e-13,2.59e-13,5.82e-14
06:07:06.23,2.91e-10,1.05e-12,4.97e-14,4.45e-14,9.74e-11,4.42e-13,6.3e-14,1.16e-13,2.56e-13,4.11e-14
06:07:13.73,2.92e-10,1.01e-12,4.97e-14,4.72e-14,9.75e-11,4.2e-13,5.28e-14,9.08e-14,2.69e-13,4.06e-14
06:07:21.25,2.92e-10,1.01e-12,5.06e-14,4.54e-14,9.74e-11,4.17e-13,6.38e-14,1.11e-13,3.11e-13,3.38e-14
06:07:28.76,2.92e-10,1.02e-12,6.31e-14,5.96e-14,9.73e-11,4.17e-13,5.78e-14,1.18e-13,2.45e-13,3.24e-14
06:07:36.26,2.9e-10,1.05e-12,6.61e-14,4.76e-14,9.76e-11,4.47e-13,6.46e-14,1.2e-13,2.72e-13,3.78e-14
06:07:43.76,2.91e-10,1e-12,4.98e-14,4.44e-14,9.76e-11,3.97e-13,6.02e-14,9.95e-14,2.55e-13,3.77e-14
06:07:51.26,2.92e-10,1.02e-12,4.45e-14,5.6e-14,9.75e-11,4.15e-13,6.64e-14,1.05e-13,2.85e-13,4.5e-14
06:07:58.76,2.9e-10,1.03e-12,5.53e-14,3.85e-14,9.76e-11,4.04e-13,6.26e-14,1.03e-13,2.85e-13,3.16e-14
06:08:06.26,2.91e-10,1.02e-12,4.48e-14,4.61e-14,9.76e-11,3.73e-13,6.51e-14,8.46e-14,2.45e-13,4.08e-14
06:08:13.76,2.92e-10,1.01e-12,5.95e-14,5.16e-14,9.73e-11,3.86e-13,6.5e-14,1.05e-13,2.57e-13,3.9e-14
06:08:21.26,2.9e-10,1.02e-12,5.08e-14,5.7e-14,9.76e-11,4.09e-13,6.61e-14,1.11e-13,2.58e-13,3.9e-14
06:08:28.76,2.91e-10,1.06e-12,5.64e-14,4.87e-14,9.76e-11,4.06e-13,8.37e-14,8.23e-14,2.58e-13,3.17e-14
06:08:36.26,2.92e-10,1.02e-12,5.41e-14,4.76e-14,9.76e-11,4.24e-13,5.23e-14,8.23e-14,2.56e-13,4.5e-14
06:08:43.76,2.9e-10,1.03e-12,4.85e-14,6.03e-14,9.76e-11,3.92e-13,5.23e-14,1.05e-13,2.77e-13,6.03e-14
06:08:51.26,2.92e-10,1.06e-12,4.03e-14,4.81e-14,9.76e-11,3.92e-13,5.37e-14,7.97e-14,2.53e-13,3.37e-14
06:08:58.76,2.92e-10,1.03e-12,3.85e-14,5.38e-14,9.75e-11,3.81e-13,6.76e-14,1.18e-13,2.44e-13,4.21e-14
06:09:06.26,2.92e-10,1.02e-12,5.5e-14,5.21e-14,9.75e-11,4.14e-13,7.1e-14,1e-13,2.67e-13,4.55e-14
06:09:13.76,2.91e-10,1.04e-12,5.07e-14,5.21e-14,9.75e-11,4.09e-13,8e-14,9.06e-14,2.64e-13,3.84e-14
06:09:21.26,2.92e-10,1.02e-12,5.07e-14,5.8e-14,9.77e-11,3.91e-13,5.13e-14,1.07e-13,2.51e-13,2.98e-14
06:09:28.78,2.92e-10,1.02e-12,5.14e-14,4.51e-14,9.76e-11,3.78e-13,5.09e-14,1.06e-13,2.83e-13,5.62e-14
06:09:36.29,2.92e-10,1.02e-12,4.13e-14,4.67e-14,9.74e-11,4.24e-13,6.11e-14,9.94e-14,2.34e-13,4.24e-14
06:09:43.81,2.91e-10,1.03e-12,5.01e-14,4.44e-14,9.76e-11,3.86e-13,6.57e-14,8.31e-14,2.55e-13,5.14e-14
06:09:51.29,2.91e-10,1.01e-12,5.76e-14,6.31e-14,9.76e-11,4.4e-13,5.94e-14,9.27e-14,2.51e-13,5.04e-14
06:09:58.79,2.91e-10,1.01e-12,6.04e-14,4.44e-14,9.75e-11,4.02e-13,7.3e-14,8.49e-14,2.47e-13,4.01e-14
06:10:06.31,2.9e-10,1e-12,4.66e-14,5.49e-14,9.76e-11,4.24e-13,7.95e-14,1.26e-13,2.83e-13,5.54e-14
06:10:13.82,2.91e-10,1.03e-12,5.12e-14,5.08e-14,9.75e-11,4.05e-13,4.32e-14,1.1e-13,2.4e-13,3.37e-14
06:10:21.34,2.91e-10,1.03e-12,5.73e-14,5.13e-14,9.72e-11,4.07e-13,6.88e-14,1.02e-13,2.51e-13,3.83e-14
06:10:28.84,2.9e-10,1.02e-12,4.91e-14,5.38e-14,9.76e-11,3.9e-13,5.06e-14,7.84e-14,2.25e-13,3.83e-14
06:10:36.34,2.91e-10,9.78e-13,4.46e-14,4.47e-14,9.76e-11,4.01e-13,7.46e-14,8.55e-14,2.25e-13,4.05e-14
06:10:43.84,2.91e-10,1.01e-12,6.14e-14,4.45e-14,9.77e-11,4.16e-13,5.03e-14,8.55e-14,2.38e-13,3.68e-14
06:10:51.34,2.9e-10,1.03e-12,5.34e-14,4.83e-14,9.77e-11,4.12e-13,5.03e-14,1.01e-13,2.63e-13,3.93e-14
06:10:58.84,2.91e-10,1.04e-12,4.25e-14,4.64e-14,9.76e-11,3.92e-13,4.89e-14,1.03e-13,2.55e-13,2.29e-14
06:11:06.34,2.92e-10,1.01e-12,6.64e-14,4.67e-14,9.76e-11,3.92e-13,9.03e-14,9.03e-14,2.7e-13,4.35e-14
06:11:13.84,2.9e-10,1e-12,4.56e-14,4.86e-14,9.76e-11,3.96e-13,7.18e-14,1.02e-13,2.55e-13,3.98e-14
06:11:21.34,2.92e-10,1.03e-12,7.66e-14,4.86e-14,9.76e-11,4.11e-13,5.9e-14,1.11e-13,2.75e-13,3.34e-14
06:11:28.84,2.92e-10,1e-12,7.66e-14,5.25e-14,9.76e-11,4e-13,6.77e-14,9.72e-14,2.63e-13,2.92e-14
