Elapsed Time (s),m=15,m=16,m=17,m=18,m=20,m=22,m=28,m=32,m=40,m=44
08:24:23.67,2.95e-10,1.08e-12,7.01e-14,4.68e-14,9.76e-11,4.05e-13,5.39e-14,9.37e-14,2.24e-13,4.14e-14
08:24:31.17,2.94e-10,1.11e-12,6.13e-14,5.31e-14,9.77e-11,4.32e-13,6.34e-14,8.49e-14,2.3e-13,4.03e-14
08:24:38.67,2.95e-10,1.15e-12,4.03e-14,5.46e-14,9.75e-11,4e-13,5.45e-14,9.65e-14,2.44e-13,4.92e-14
08:24:46.17,2.96e-10,1.16e-12,5.47e-14,7.08e-14,9.74e-11,3.74e-13,6.08e-14,8.3e-14,2.38e-13,3.95e-14
08:24:53.67,2.95e-10,1.16e-12,5.11e-14,5.64e-14,9.76e-11,4.17e-13,5.83e-14,9.86e-14,2.55e-13,3.53e-14
08:25:01.17,2.96e-10,1.18e-12,6.5e-14,4.74e-14,9.76e-11,4.13e-13,5.31e-14,1e-13,2.91e-13,3.54e-14
08:25:08.68,2.96e-10,1.18e-12,5.72e-14,6.04e-14,9.73e-11,3.97e-13,6.32e-14,1.01e-13,2.6e-13,3.54e-14
08:25:16.20,2.94e-10,1.19e-12,6.35e-14,5.59e-14,9.77e-11,4.28e-13,5.39e-14,1.23e-13,2.6e-13,4.66e-14
08:25:23.70,2.96e-10,1.2e-12,5.39e-14,6.44e-14,9.76e-11,4.12e-13,4.82e-14,1.23e-13,3.13e-13,4.16e-14
08:25:31.21,2.96e-10,1.21e-12,4.61e-14,6.12e-14,9.74e-11,4.43e-13,4.82e-14,1.02e-13,3.11e-13,3.55e-14
08:25:38.71,2.94e-10,1.21e-12,5.69e-14,6.17e-14,9.74e-11,4.43e-13,6.43e-14,1.01e-13,2.96e-13,3.34e-14
08:25:46.21,2.95e-10,1.17e-12,5.18e-14,6.15e-14,9.76e-11,4.11e-13,6.37e-14,1.16e-13,2.8e-13,3.37e-14
08:25:53.71,2.96e-10,1.19e-12,5.9e-14,4.18e-14,9.76e-11,4.29e-13,5.03e-14,9.66e-14,3.24e-13,4.6e-14
08:26:01.21,2.95e-10,1.21e-12,4.43e-14,4.18e-14,9.73e-11,4.47e-13,7.48e-14,1e-13,3.24e-13,3.62e-14
08:26:08.71,2.95e-10,1.22e-12,4.43e-14,5.2e-14,9.75e-11,4.03e-13,6.01e-14,1.21e-13,3.22e-13,4.1e-14
08:26:16.21,2.96e-10,1.22e-12,5.09e-14,5.45e-14,9.75e-11,4.21e-13,5.75e-14,8.81e-14,3.02e-13,3.19e-14
08:26:23.71,2.96e-10,1.2e-12,4.71e-14,4.95e-14,9.69e-11,4.15e-13,7.71e-14,1.18e-13,3.03e-13,3.5e-14
08:26:31.21,2.95e-10,1.23e-12,4.97e-14,5.03e-14,9.73e-11,3.93e-13,6.39e-14,1.25e-13,3.39e-13,3.8e-14
08:26:38.73,2.95e-10,1.22e-12,6.8e-14,5.94e-14,9.74e-11,3.98e-13,5.15e-14,1.12e-13,3.24e-13,2.61e-14
08:26:46.23,2.96e-10,1.22e-12,5.32e-14,4.52e-14,9.72e-11,4.13e-13,4.13e-14,1.23e-13,3.32e-13,3.55e-14
08:26:53.75,2.95e-10,1.24e-12,4.78e-14,5.26e-14,9.74e-11,4e-13,5.24e-14,1.2e-13,3.36e-13,4.57e-14
08:27:01.25,2.94e-10,1.21e-12,4.53e-14,3.85e-14,9.76e-11,4.01e-13,6.25e-14,1.15e-13,3.5e-13,3.7e-14
08:27:08.76,2.95e-10,1.23e-12,5.46e-14,3.75e-14,9.73e-11,3.78e-13,6.2e-14,1.08e-13,3.51e-13,4.49e-14
08:27:16.26,2.95e-10,1.22e-12,4.94e-14,5.07e-14,9.73e-11,3.92e-13,5.72e-14,1.19e-13,3.37e-13,4.49e-14
08:27:23.76,2.94e-10,1.26e-12,6.68e-14,4.35e-14,9.73e-11,4.34e-13,8.28e-14,1.19e-13,3.37e-13,4.58e-14
08:27:31.26,2.95e-10,1.25e-12,5.75e-14,4e-14,9.73e-11,4.42e-13,6.46e-14,1.19e-13,3.55e-13,3.49e-14
08:27:38.76,2.95e-10,1.25e-12,6.75e-14,5.59e-14,9.72e-11,4.06e-13,6.46e-14,1.51e-13,3.32e-13,4.03e-14
08:27:46.28,2.94e-10,1.23e-12,4.72e-14,6.11e-14,9.72e-11,4.08e-13,5.35e-14,1.27e-13,3.43e-13,3.33e-14
08:27:53.78,2.95e-10,1.25e-12,6.76e-14,4.95e-14,9.72e-11,4.08e-13,6.09e-14,1.23e-13,3.35e-13,3.24e-14
08:28:01.28,2.96e-10,1.25e-12,4.85e-14,4.6e-14,9.72e-11,3.92e-13,7.33e-14,1.23e-13,3.71e-13,4.25e-14
08:28:08.78,2.94e-10,1.27e-12,4.46e-14,4.6e-14,9.72e-11,4.61e-13,6.51e-14,1.35e-13,3.49e-13,3.81e-14
08:28:16.28,2.95e-10,1.25e-12,4.46e-14,6.13e-14,9.73e-11,4.24e-13,5.64e-14,1.25e-13,3.69e-13,4.47e-14
08:28:23.79,2.96e-10,1.25e-12,6.83e-14,5.82e-14,9.74e-11,4.09e-13,5.42e-14,1.26e-13,3.09e-13,3.42e-14
08:28:31.29,2.96e-10,1.23e-12,5.8e-14,4.23e-14,9.7e-11,4.11e-13,6.35e-14,1.3e-13,3.2e-13,3.89e-14
08:28:38.79,2.94e-10,1.26e-12,4.24e-14,5.63e-14,9.73e-11,3.98e-13,6.49e-14,1.12e-13,3.55e-13,3.68e-14
08:28:46.29,2.96e-10,1.26e-12,6.34e-14,6.07e-14,9.74e-11,4.27e-13,5.66e-14,1.18e-13,3.3e-13,5.24e-14
08:28:53.79,2.96e-10,1.27e-12,6.22e-14,5.02e-14,9.7e-11,4.04e-13,7.83e-14,1.25e-13,3.18e-13,5.13e-14
08:29:01.29,2.94e-10,1.28e-12,8.49e-14,4.74e-14,9.74e-11,4.31e-13,5.79e-14,1.28e-13,3.36e-13,3.35e-14
08:29:08.79,2.95e-10,1.29e-12,4.96e-14,4.94e-14,9.72e-11,4.24e-13,6.52e-14,1.12e-13,3.53e-13,2.61e-14
08:29:16.29,2.95e-10,1.26e-12,5.25e-14,5.19e-14,9.72e-11,4.02e-13,6.28e-14,1.5e-13,3.19e-13,3.45e-14
08:29:23.79,2.95e-10,1.26e-12,5.58e-14,4.82e-14,9.71e-11,4.09e-13,7.09e-14,1.02e-13,3.47e-13,3.45e-14
08:29:31.29,2.95e-10,1.27e-12,6.09e-14,4.66e-14,9.71e-11,4.07e-13,5.54e-14,1.18e-13,3.47e-13,3.79e-14
08:29:38.79,2.96e-10,1.29e-12,5.11e-14,5.03e-14,9.7e-11,4.02e-13,7.34e-14,1.18e-13,3.32e-13,2.71e-14
08:29:46.29,2.95e-10,1.28e-12,4.4e-14,4.5e-14,9.72e-11,4.45e-13,7.34e-14,1.17e-13,3.51e-13,3.53e-14
08:29:53.81,2.95e-10,1.28e-12,7.92e-14,5.53e-14,9.71e-11,4.12e-13,6.93e-14,1.26e-13,3.61e-13,4.42e-14
08:30:01.32,2.95e-10,1.31e-12,5.15e-14,4.18e-14,9.7e-11,4.12e-13,5.76e-14,1.22e-13,3.33e-13,3.99e-14
08:30:08.84,2.95e-10,1.28e-12,5.29e-14,5.46e-14,9.7e-11,4.48e-13,7.28e-14,1.04e-13,3.27e-13,4.29e-14
08:30:16.34,2.94e-10,1.29e-12,6.35e-14,5.46e-14,9.72e-11,4.1e-13,6.29e-14,1.23e-13,3.61e-13,3.51e-14
08:30:23.84,2.95e-10,1.28e-12,6.35e-14,6.09e-14,9.71e-11,4.02e-13,5.73e-14,1.28e-13,3.54e-13,4.3e-14
08:30:31.34,2.96e-10,1.28e-12,5.99e-14,4.35e-14,9.71e-11,4.44e-13,1.02e-13,1.23e-13,3.49e-13,4.46e-14
08:30:38.84,2.96e-10,1.29e-12,8.2e-14,4.55e-14,9.72e-11,3.96e-13,7.39e-14,1.25e-13,3.29e-13,4.2e-14
08:30:46.34,2.94e-10,1.3e-12,6.32e-14,4.7e-14,9.73e-11,4.02e-13,7.82e-14,1.15e-13,3.34e-13,3.39e-14
08:30:53.84,2.95e-10,1.26e-12,5.48e-14,3.91e-14,9.71e-11,4.47e-13,4.39e-14,1.29e-13,3.2e-13,3.5e-14
08:31:01.35,2.96e-10,1.29e-12,6.1e-14,5.74e-14,9.71e-11,3.93e-13,5.8e-14,1.25e-13,3.2e-13,4.62e-14
08:31:08.85,2.94e-10,1.29e-12,5.72e-14,5.6e-14,9.71e-11,4.01e-13,6.92e-14,1.11e-13,3.4e-13,3.92e-14
08:31:16.37,2.95e-10,1.31e-12,7.05e-14,5.05e-14,9.71e-11,4.31e-13,7.48e-14,1.26e-13,3.44e-13,2.98e-14
08:31:23.89,2.96e-10,1.32e-12,6.66e-14,5.63e-14,9.7e-11,4.24e-13,6.2e-14,1.15e-13,3.63e-13,3.58e-14
08:31:31.39,2.94e-10,1.3e-12,5.11e-14,5.96e-14,9.72e-11,4.41e-13,6.22e-14,1.25e-13,3.52e-13,3.58e-14
08:31:38.89,2.95e-10,1.31e-12,6.44e-14,5.18e-14,9.71e-11,4.11e-13,1e-13,1.12e-13,3.52e-13,5.53e-14
08:31:46.39,2.96e-10,1.31e-12,8.26e-14,5.53e-14,9.69e-11,4.05e-13,8.09e-14,1.28e-13,3.48e-13,5.51e-14
08:31:53.89,2.95e-10,1.3e-12,6.52e-14,4.73e-14,9.71e-11,3.87e-13,4.92e-14,1.28e-13,3.48e-13,3.17e-14
08:32:01.39,2.95e-10,1.32e-12,6.72e-14,4.82e-14,9.69e-11,3.99e-13,4.92e-14,1.22e-13,3.33e-13,4.18e-14
08:32:08.89,2.95e-10,1.33e-12,7.28e-14,5.66e-14,9.69e-11,3.99e-13,5.83e-14,1.2e-13,3.13e-13,4.27e-14
08:32:16.39,2.95e-10,1.3e-12,4.95e-14,5.06e-14,9.69e-11,3.76e-13,7.61e-14,1.17e-13,3.23e-13,3.63e-14
08:32:23.89,2.95e-10,1.3e-12,6.39e-14,5.06e-14,9.72e-11,3.85e-13,6.65e-14,1.34e-13,3.26e-13,4.03e-14
08:32:31.39,2.95e-10,1.33e-12,6.39e-14,5.66e-14,9.73e-11,4.44e-13,7.7e-14,1.32e-13,3.09e-13,3.86e-14
08:32:38.89,2.95e-10,1.33e-12,5.57e-14,5.03e-14,9.69e-11,4.15e-13,5.13e-14,1.26e-13,3.34e-13,4.3e-14
08:32:46.39,2.95e-10,1.29e-12,6.39e-14,5.48e-14,9.7e-11,4.13e-13,5.37e-14,1.22e-13,3.45e-13,4.12e-14
08:32:53.89,2.95e-10,1.33e-12,5.13e-14,5.43e-14,9.7e-11,3.92e-13,6.3e-14,1.06e-13,3.28e-13,3.49e-14
08:33:01.40,2.96e-10,1.34e-12,6.33e-14,5.53e-14,9.71e-11,4.12e-13,8.17e-14,1.06e-13,3.26e-13,4.76e-14
08:33:08.92,2.96e-10,1.33e-12,4.24e-14,4.97e-14,9.71e-11,4.02e-13,7.24e-14,1.02e-13,3.15e-13,3.82e-14
08:33:16.42,2.95e-10,1.34e-12,5.6e-14,6.22e-14,9.7e-11,4.6e-13,6.51e-14,1.09e-13,3.22e-13,4.78e-14
08:33:23.92,2.96e-10,1.31e-12,6.6e-14,5.85e-14,9.73e-11,4.05e-13,6.68e-14,1.22e-13,3.23e-13,3.99e-14
08:33:31.42,2.96e-10,1.32e-12,5.44e-14,4.39e-14,9.7e-11,4.05e-13,6.73e-14,1.13e-13,3.1e-13,4.22e-14
08:33:38.92,2.95e-10,1.32e-12,5.16e-14,5.75e-14,9.73e-11,4.14e-13,7.92e-14,1.27e-13,3.08e-13,4.22e-14
08:33:46.42,2.96e-10,1.32e-12,5.05e-14,5.42e-14,9.71e-11,4.35e-13,7.76e-14,1.19e-13,3.18e-13,4.3e-14
08:33:53.92,2.96e-10,1.21e-12,5.21e-14,5.44e-14,9.7e-11,4.06e-13,6.41e-14,1.1e-13,3.18e-13,3.84e-14
08:34:01.42,2.94e-10,1.17e-12,4.22e-14,6.05e-14,9.71e-11,3.78e-13,8.39e-14,1.1e-13,3.26e-13,4.04e-14
08:34:08.92,2.95e-10,1.13e-12,5.37e-14,5.43e-14,9.68e-11,4.29e-13,8.39e-14,1.26e-13,3.31e-13,5.18e-14
08:34:16.43,2.95e-10,1.11e-12,5.39e-14,5.08e-14,9.7e-11,4.29e-13,7.05e-14,1.27e-13,3.39e-13,3.92e-14
08:34:23.93,2.94e-10,1.08e-12,4.68e-14,5.94e-14,9.7e-11,4.07e-13,7.52e-14,1.16e-13,3.31e-13,4.21e-14
08:34:31.43,2.95e-10,1.07e-12,8.61e-14,5.94e-14,9.69e-11,4.25e-13,7.55e-14,1.2e-13,3.28e-13,3.95e-14
08:34:38.93,2.95e-10,1.07e-12,8.61e-14,4.58e-14,9.75e-11,3.77e-13,6.66e-14,9.04e-14,3.03e-13,3.33e-14
08:34:46.43,2.94e-10,1.07e-12,4.92e-14,5e-14,9.7e-11,4.09e-13,6.56e-14,1.03e-13,2.89e-13,4.47e-14
08:34:53.95,2.94e-10,1.06e-12,5.98e-14,5.44e-14,9.74e-11,4.55e-13,5.29e-14,1.25e-13,2.92e-13,3.99e-14
08:35:01.45,2.94e-10,1.08e-12,7.26e-14,4.87e-14,9.73e-11,3.69e-13,7.74e-14,1.01e-13,2.9e-13,3.39e-14
08:35:08.96,2.95e-10,1.07e-12,6.36e-14,5.09e-14,9.69e-11,3.99e-13,6.89e-14,1.15e-13,3.01e-13,3.33e-14
08:35:16.46,2.95e-10,1.05e-12,5.59e-14,4.5e-14,9.73e-11,4.04e-13,6.32e-14,1.16e-13,2.87e-13,3.76e-14
08:35:23.96,2.94e-10,1.07e-12,4.97e-14,6.96e-14,9.68e-11,4.02e-13,7.58e-14,1.11e-13,2.78e-13,3.45e-14
08:35:31.46,2.95e-10,1.03e-12,5.92e-14,5.24e-14,9.72e-11,4.12e-13,6.49e-14,1.27e-13,2.53e-13,3.11e-14
08:35:38.96,2.95e-10,1.07e-12,4.91e-14,6.34e-14,9.71e-11,4.3e-13,5.87e-14,1.21e-13,2.47e-13,3.69e-14
08:35:46.46,2.94e-10,1.08e-12,4.92e-14,6.61e-14,9.73e-11,4.16e-13,7.26e-14,1.03e-13,2.96e-13,4.78e-14
08:35:53.98,2.96e-10,1.06e-12,5.9e-14,4.86e-14,9.69e-11,4.26e-13,8.08e-14,1.11e-13,2.78e-13,4.78e-14
08:36:01.46,2.95e-10,1.04e-12,5.38e-14,5.08e-14,9.74e-11,4.15e-13,7.18e-14,1.07e-13,2.78e-13,4.6e-14
08:36:08.96,2.95e-10,1.06e-12,5.68e-14,5.2e-14,9.73e-11,4.27e-13,6.95e-14,1.07e-13,2.65e-13,4.77e-14
08:36:16.46,2.95e-10,1.06e-12,4.64e-14,5.6e-14,9.73e-11,3.87e-13,6.95e-14,1.22e-13,2.65e-13,3.64e-14
08:36:23.96,2.95e-10,1.06e-12,4.88e-14,5.61e-14,9.72e-11,3.87e-13,6.81e-14,1.26e-13,2.69e-13,4.89e-14
08:36:31.46,2.94e-10,1.04e-12,5.62e-14,5.87e-14,9.72e-11,4.11e-13,5.71e-14,1.03e-13,2.48e-13,4.53e-14
08:36:39.00,2.95e-10,1.07e-12,5.61e-14,5.87e-14,9.72e-11,4.23e-13,6.03e-14,1.13e-13,2.5e-13,3.87e-14
08:36:46.48,2.95e-10,1.04e-12,5.61e-14,5.27e-14,9.73e-11,4.08e-13,5.83e-14,9.39e-14,2.37e-13,5.5e-14
08:36:54.00,2.93e-10,1.06e-12,5.44e-14,5.48e-14,9.72e-11,4.27e-13,6.31e-14,1.15e-13,2.54e-13,3.45e-14
08:37:01.51,2.94e-10,1.06e-12,6.24e-14,5.39e-14,9.71e-11,4.38e-13,5.88e-14,1.23e-13,2.64e-13,3.72e-14
08:37:09.01,2.94e-10,1.05e-12,5.23e-14,4.61e-14,9.72e-11,4.1e-13,6.37e-14,1.1e-13,2.71e-13,4.44e-14
08:37:16.51,2.94e-10,1.05e-12,4.83e-14,6.3e-14,9.71e-11,3.99e-13,7.03e-14,1.15e-13,2.87e-13,2.97e-14
08:37:24.01,2.93e-10,1.03e-12,5.39e-14,4.96e-14,9.74e-11,3.99e-13,5.4e-14,1.14e-13,2.63e-13,3.26e-14
08:37:31.51,2.94e-10,1.06e-12,6.49e-14,5.89e-14,9.73e-11,4.29e-13,7.68e-14,1.18e-13,2.39e-13,3.07e-14
08:37:39.01,2.96e-10,1.03e-12,5.84e-14,5.24e-14,9.73e-11,4.08e-13,7.04e-14,1.35e-13,2.32e-13,3.9e-14
08:37:46.51,2.94e-10,1.04e-12,4.96e-14,5.06e-14,9.74e-11,4.33e-13,7.43e-14,1.01e-13,2.41e-13,4.5e-14
08:37:54.01,2.94e-10,1.02e-12,6.05e-14,4.24e-14,9.73e-11,4.21e-13,6.45e-14,8.4e-14,2.5e-13,3.71e-14
08:38:01.51,2.95e-10,1.06e-12,5.9e-14,5.29e-14,9.71e-11,4.25e-13,6.27e-14,9.6e-14,2.54e-13,3.71e-14
08:38:09.01,2.93e-10,1.01e-12,4.76e-14,4.85e-14,9.75e-11,4.13e-13,7.8e-14,7.46e-14,2.54e-13,4.14e-14
08:38:16.53,2.95e-10,1.05e-12,5.92e-14,4.67e-14,9.75e-11,4.43e-13,6.04e-14,7.46e-14,2.38e-13,4.37e-14
08:38:24.03,2.96e-10,1.03e-12,5.62e-14,4.97e-14,9.71e-11,3.57e-13,6.04e-14,1.11e-13,2.11e-13,4.5e-14
08:38:31.54,2.94e-10,1.06e-12,7.12e-14,5.61e-14,9.75e-11,3.57e-13,6.43e-14,1.24e-13,2.16e-13,3.44e-14
08:38:39.04,2.95e-10,1.08e-12,4.76e-14,6.86e-14,9.75e-11,4.1e-13,5.88e-14,8.56e-14,2.45e-13,4.08e-14
08:38:46.54,2.96e-10,1.04e-12,6.1e-14,6.86e-14,9.74e-11,4.37e-13,6.19e-14,9.29e-14,2.19e-13,4.05e-14
08:38:54.04,2.95e-10,1.03e-12,4.73e-14,4.82e-14,9.73e-11,3.98e-13,6.07e-14,9.41e-14,2.52e-13,4.6e-14
08:39:01.54,2.95e-10,1.05e-12,4.73e-14,5.24e-14,9.75e-11,3.95e-13,6.3e-14,9.58e-14,2.41e-13,4.62e-14
08:39:09.06,2.96e-10,1.05e-12,4.99e-14,4.97e-14,9.76e-11,4.22e-13,6.72e-14,1.06e-13,2.44e-13,4.5e-14
08:39:16.54,2.96e-10,1.05e-12,7.77e-14,5.44e-14,9.72e-11,3.95e-13,5.36e-14,9.89e-14,2.42e-13,3.97e-14
08:39:24.04,2.96e-10,1.05e-12,5.81e-14,4.39e-14,9.72e-11,4.58e-13,5.81e-14,8.24e-14,2.53e-13,3.24e-14
08:39:31.54,2.95e-10,1.06e-12,5.71e-14,5.79e-14,9.75e-11,4.11e-13,5.17e-14,7.6e-14,2.35e-13,4.92e-14
08:39:39.04,2.95e-10,1.02e-12,4.61e-14,4.96e-14,9.72e-11,4.49e-13,6.6e-14,8.06e-14,2.03e-13,3.26e-14
08:39:46.54,2.95e-10,1.08e-12,4.12e-14,4.64e-14,9.74e-11,4.07e-13,5.67e-14,7.82e-14,2.18e-13,4.14e-14
08:39:54.04,2.94e-10,1.03e-12,6.46e-14,4.91e-14,9.74e-11,4.19e-13,6.06e-14,9.39e-14,2.42e-13,4.06e-14
08:40:01.54,2.95e-10,1.03e-12,6.36e-14,4.16e-14,9.74e-11,4.03e-13,6.45e-14,1e-13,2.33e-13,4.86e-14
08:40:09.04,2.95e-10,1.05e-12,4.85e-14,5.29e-14,9.73e-11,4.12e-13,5.03e-14,9.35e-14,2.29e-13,4.86e-14
08:40:16.54,2.94e-10,1.05e-12,5.37e-14,4.22e-14,9.74e-11,4.01e-13,5.09e-14,7.75e-14,2.29e-13,4.62e-14
08:40:24.04,2.95e-10,1.03e-12,5.98e-14,4.13e-14,9.75e-11,4.15e-13,5.92e-14,7.75e-14,2.45e-13,3.31e-14
08:40:31.54,2.95e-10,1.04e-12,4.34e-14,6.37e-14,9.74e-11,3.85e-13,5.92e-14,9.44e-14,2.42e-13,4.81e-14
08:40:39.04,2.94e-10,1.04e-12,6.18e-14,4.89e-14,9.74e-11,3.85e-13,5.02e-14,1.05e-13,2.22e-13,3.43e-14
08:40:46.54,2.95e-10,1.06e-12,4.96e-14,5.59e-14,9.74e-11,4.14e-13,5.92e-14,7.53e-14,2.34e-13,3.98e-14
08:40:54.04,2.95e-10,1.02e-12,7.38e-14,5.59e-14,9.75e-11,4.19e-13,6.94e-14,1.06e-13,2.13e-13,4.28e-14
08:41:01.54,2.94e-10,1.04e-12,5.46e-14,5.27e-14,9.73e-11,4.3e-13,7.34e-14,8.73e-14,2.25e-13,4.78e-14
08:41:09.04,2.95e-10,1.04e-12,5.46e-14,4.09e-14,9.74e-11,3.94e-13,6.41e-14,8.05e-14,2.18e-13,4.21e-14
08:41:16.54,2.95e-10,1.04e-12,5.43e-14,5.82e-14,9.75e-11,4.04e-13,5.63e-14,9.13e-14,2.34e-13,2.76e-14
08:41:24.04,2.95e-10,1.03e-12,5.71e-14,5.08e-14,9.72e-11,4.08e-13,7.81e-14,8.95e-14,2.53e-13,4.59e-14
08:41:31.54,2.94e-10,1.06e-12,4.74e-14,4.81e-14,9.75e-11,3.91e-13,4.63e-14,8.53e-14,2.06e-13,4.09e-14
08:41:39.04,2.95e-10,1.01e-12,5.21e-14,4.99e-14,9.75e-11,3.86e-13,6.34e-14,8.97e-14,2.31e-13,3.62e-14
08:41:46.54,2.96e-10,1.02e-12,6.56e-14,5.2e-14,9.73e-11,4.18e-13,7.61e-14,8.86e-14,2.33e-13,3.64e-14
08:41:54.04,2.94e-10,1.06e-12,5.98e-14,7.26e-14,9.74e-11,4.14e-13,6.06e-14,9.4e-14,2.35e-13,3.87e-14
08:42:01.54,2.94e-10,1.02e-12,5.63e-14,5.5e-14,9.76e-11,4.04e-13,5.84e-14,7.46e-14,2.3e-13,3.78e-14
08:42:09.04,2.95e-10,1.02e-12,6.04e-14,5.04e-14,9.7e-11,4.07e-13,6.12e-14,9.94e-14,2.46e-13,4.29e-14
08:42:16.54,2.95e-10,1.02e-12,5.16e-14,5.57e-14,9.75e-11,4.02e-13,6.39e-14,7.76e-14,2.25e-13,4.29e-14
08:42:24.04,2.94e-10,1.08e-12,5.61e-14,5.78e-14,9.76e-11,4.39e-13,8.6e-14,1.07e-13,2.25e-13,3.17e-14
08:42:31.54,2.95e-10,1.02e-12,5.17e-14,4.69e-14,9.73e-11,4.33e-13,6.4e-14,1.07e-13,2.37e-13,3.7e-14
08:42:39.04,2.94e-10,1.04e-12,5.12e-14,5.34e-14,9.75e-11,3.96e-13,6.4e-14,1.12e-13,2.08e-13,4.24e-14
08:42:46.54,2.94e-10,1.04e-12,5.19e-14,5.1e-14,9.72e-11,3.96e-13,5.97e-14,1.24e-13,2.19e-13,3.03e-14
08:42:54.04,2.95e-10,1.04e-12,6.94e-14,5.67e-14,9.72e-11,3.87e-13,6.88e-14,1e-13,2.44e-13,5.37e-14
08:43:01.54,2.95e-10,1.03e-12,6.76e-14,5.52e-14,9.71e-11,4.11e-13,8.24e-14,8.47e-14,2.43e-13,5.54e-14
08:43:09.06,2.94e-10,1.02e-12,4.56e-14,5.52e-14,9.73e-11,3.91e-13,8.13e-14,8.31e-14,2.33e-13,4.45e-14
08:43:16.54,2.95e-10,9.95e-13,4.56e-14,5.34e-14,9.76e-11,3.79e-13,3.8e-14,1.04e-13,2.51e-13,4.73e-14
08:43:24.04,2.95e-10,9.95e-13,6e-14,4.16e-14,9.76e-11,4.16e-13,4.89e-14,1.29e-13,2.35e-13,4.22e-14
08:43:31.54,2.95e-10,1.02e-12,6.01e-14,5.45e-14,9.73e-11,4.49e-13,5.42e-14,1.14e-13,2.14e-13,3.26e-14
08:43:39.04,2.93e-10,1.06e-12,6.12e-14,6.33e-14,9.76e-11,4.75e-13,5.82e-14,8.55e-14,2.18e-13,4.28e-14
08:43:46.54,2.95e-10,1.02e-12,6.04e-14,4.6e-14,9.72e-11,4.44e-13,6.29e-14,1.1e-13,2.47e-13,3.58e-14
08:43:54.04,2.95e-10,1.05e-12,4.82e-14,5.3e-14,9.75e-11,3.74e-13,4.84e-14,8.39e-14,2.29e-13,4.9e-14
08:44:01.54,2.94e-10,1.01e-12,7.82e-14,4.64e-14,9.76e-11,3.74e-13,5.86e-14,7.82e-14,2.21e-13,4.91e-14
08:44:09.04,2.95e-10,1.05e-12,5.54e-14,4.43e-14,9.76e-11,3.99e-13,5.55e-14,1.11e-13,2.3e-13,3.65e-14
08:44:16.54,2.96e-10,1.01e-12,6.02e-14,4.03e-14,9.74e-11,4.25e-13,5e-14,1.01e-13,2.2e-13,3.77e-14
08:44:24.04,2.94e-10,1.04e-12,5.55e-14,4.34e-14,9.75e-11,4.24e-13,6.67e-14,1.02e-13,2.01e-13,3.77e-14
08:44:31.54,2.95e-10,1.02e-12,5.48e-14,6.14e-14,9.74e-11,3.88e-13,5.04e-14,6.87e-14,2.01e-13,3.35e-14
08:44:39.04,2.96e-10,1.05e-12,5.23e-14,6.95e-14,9.74e-11,3.88e-13,5.72e-14,6.87e-14,2.36e-13,4.08e-14
08:44:46.54,2.95e-10,1.04e-12,5.4e-14,5.46e-14,9.76e-11,3.84e-13,5.72e-14,8.6e-14,2.13e-13,3.61e-14
08:44:54.04,2.95e-10,1.04e-12,5.41e-14,5.11e-14,9.76e-11,3.84e-13,5.45e-14,1.08e-13,2.28e-13,4.17e-14
08:45:01.54,2.96e-10,1.02e-12,4.71e-14,5.05e-14,9.76e-11,4.02e-13,4.61e-14,9.06e-14,2.12e-13,3.39e-14
08:45:09.06,2.95e-10,1.01e-12,6.22e-14,5.61e-14,9.72e-11,4.23e-13,6.34e-14,7.86e-14,2.01e-13,3.13e-14
08:45:16.54,2.95e-10,1.08e-12,5.8e-14,5.61e-14,9.75e-11,4.11e-13,5.75e-14,7.87e-14,2.32e-13,4e-14
08:45:24.04,2.95e-10,1.01e-12,5.8e-14,4.94e-14,9.75e-11,4.11e-13,7.96e-14,1.09e-13,2.28e-13,4.93e-14
08:45:31.54,2.95e-10,1.01e-12,6.48e-14,4.66e-14,9.75e-11,4.23e-13,6.03e-14,1.17e-13,2.13e-13,3.35e-14
08:45:39.04,2.95e-10,1.03e-12,6.44e-14,6.07e-14,9.75e-11,4.05e-13,7.56e-14,1.06e-13,2.13e-13,3.77e-14
08:45:46.54,2.94e-10,1.04e-12,6.29e-14,4.2e-14,9.76e-11,3.9e-13,5.73e-14,1.03e-13,2.16e-13,4.35e-14
08:45:54.04,2.95e-10,1.01e-12,5.54e-14,5.12e-14,9.75e-11,4.16e-13,7e-14,6.97e-14,2.13e-13,4.01e-14
08:46:01.54,2.95e-10,1.05e-12,5.8e-14,5.08e-14,9.75e-11,4.26e-13,6.79e-14,9.01e-14,2.26e-13,2.75e-14
08:46:09.04,2.94e-10,1.03e-12,4.97e-14,4.25e-14,9.76e-11,4.14e-13,6.63e-14,8.39e-14,2.34e-13,2.97e-14
08:46:16.54,2.95e-10,1.01e-12,5.92e-14,5.26e-14,9.75e-11,4.09e-13,6.57e-14,1.08e-13,2.36e-13,4.3e-14
08:46:24.04,2.96e-10,1.05e-12,5.71e-14,4.67e-14,9.73e-11,3.78e-13,5.13e-14,9.94e-14,2.66e-13,2.65e-14
08:46:31.54,2.93e-10,1.03e-12,6.21e-14,4.54e-14,9.76e-11,4.01e-13,6.32e-14,8.48e-14,2.15e-13,2.65e-14
08:46:39.04,2.94e-10,1.03e-12,6.71e-14,5.3e-14,9.73e-11,3.88e-13,4.91e-14,9.46e-14,2.15e-13,3.32e-14
