,,,,,,2,4,16,17,18,20,28,32,40,44,--,--,--,--,--,--,--,--,--,--
"測定回数","経過時間"   ,"時刻　　 "   ,"分圧比率1" ,"分圧比率2" ,"全圧"   ,     1   ,     2   ,     3   ,     4   ,     5   ,     6   ,     7   ,     8   ,     9   ,    10   ,    11   ,    12   ,    13   ,    14   ,    15   ,    16   ,    17   ,    18   ,    19   ,    20   
      36  ,000:02:55.234,2023/4/24  20:34:44:234 ,0.2621739 ,0.0591304 ,1.00E-99 , 1.94E-12, 3.24E-14, 8.25E-12, 5.84E-12, 2.67E-11, 3.94E-10, 6.03E-10, 1.36E-10, 2.30E-09, 1.37E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      37  ,000:03:00.234,2023/4/24  20:34:49:234 ,0.2628821 ,0.0593886 ,1.00E-99 , 1.93E-12, 3.99E-14, 8.24E-12, 5.91E-12, 2.66E-11, 3.94E-10, 6.02E-10, 1.36E-10, 2.29E-09, 1.41E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      38  ,000:03:05.234,2023/4/24  20:34:54:234 ,0.2628821 ,0.0589520 ,1.00E-99 , 1.95E-12, 4.31E-14, 8.25E-12, 5.83E-12, 2.65E-11, 3.93E-10, 6.02E-10, 1.35E-10, 2.29E-09, 1.42E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      39  ,000:03:10.234,2023/4/24  20:34:59:234 ,0.2628821 ,0.0589520 ,1.00E-99 , 1.92E-12, 4.16E-14, 8.24E-12, 5.84E-12, 2.64E-11, 3.92E-10, 6.02E-10, 1.35E-10, 2.29E-09, 1.41E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      40  ,000:03:15.250,2023/4/24  20:35:4:250 ,0.2620087 ,0.0589520 ,1.00E-99 , 1.94E-12, 3.61E-14, 8.22E-12, 5.78E-12, 2.64E-11, 3.92E-10, 6.00E-10, 1.35E-10, 2.29E-09, 1.39E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      41  ,000:03:20.250,2023/4/24  20:35:9:250 ,0.2620087 ,0.0589520 ,1.00E-99 , 1.91E-12, 3.35E-14, 8.21E-12, 5.81E-12, 2.64E-11, 3.92E-10, 6.00E-10, 1.35E-10, 2.29E-09, 1.39E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      42  ,000:03:25.266,2023/4/24  20:35:14:266 ,0.2620087 ,0.0589520 ,1.00E-99 , 1.97E-12, 4.41E-14, 8.22E-12, 5.76E-12, 2.63E-11, 3.91E-10, 6.00E-10, 1.35E-10, 2.29E-09, 1.36E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      43  ,000:03:30.281,2023/4/24  20:35:19:281 ,0.2627193 ,0.0592105 ,1.00E-99 , 1.93E-12, 3.34E-14, 8.20E-12, 5.76E-12, 2.63E-11, 3.91E-10, 5.99E-10, 1.35E-10, 2.28E-09, 1.36E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      44  ,000:03:35.297,2023/4/24  20:35:24:297 ,0.2627193 ,0.0592105 ,1.00E-99 , 1.92E-12, 4.18E-14, 8.20E-12, 5.78E-12, 2.62E-11, 3.91E-10, 5.99E-10, 1.35E-10, 2.28E-09, 1.38E-12, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      45  ,000:03:40.281,2023/4/24  20:35:29:281 ,0.0071713 ,0.0023745 ,1.00E-99 , 4.40E-11, 2.88E-10, 1.97E-11, 7.44E-12, 2.89E-11, 4.41E-10, 1.80E-11, 5.96E-12, 2.51E-09, 7.73E-13, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      46  ,000:03:45.312,2023/4/24  20:35:34:312 ,0.0394332 ,0.0089474 ,1.00E-99 , 4.62E-11, 2.88E-10, 1.44E-12, 3.69E-12, 1.72E-11, 4.29E-10, 9.74E-11, 2.21E-11, 2.47E-09, 8.45E-13, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      47  ,000:03:50.312,2023/4/24  20:35:39:312 ,0.0301594 ,0.0050199 ,1.00E-99 , 4.62E-11, 2.84E-10, 1.79E-12, 3.42E-12, 1.60E-11, 4.27E-10, 7.57E-11, 1.26E-11, 2.51E-09, 7.34E-13, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      48  ,000:03:55.297,2023/4/24  20:35:44:297 ,0.0136111 ,0.0028532 ,1.00E-99 , 2.94E-11, 3.09E-10, 8.43E-13, 3.07E-12, 1.44E-11, 4.36E-10, 3.43E-11, 7.19E-12, 2.52E-09, 6.95E-13, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
      49  ,000:04:00.312,2023/4/24  20:35:49:312 ,0.0121116 ,0.0025498 ,1.00E-99 , 2.48E-11, 3.15E-10, 7.45E-13, 2.81E-12, 1.33E-11, 4.36E-10, 3.04E-11, 6.40E-12, 2.51E-09, 6.95E-13, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99, 1.00E-99
